央视频道,#genre#
CCTV1,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225501/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225618/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225642/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226221/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226225/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225501/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225618/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225642/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226221/2/index.m3u8
CCTV1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226225/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226254/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226254/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225634/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226256/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225634/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226256/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225647/2/index.m3u8
CCTV3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225647/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225621/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225624/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226277/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226340/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226348/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225621/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225624/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226277/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226340/2/index.m3u8
CCTV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226348/2/index.m3u8
CCTV4(美洲),http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226366/2/index.m3u8
CCTV4(美洲),http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226366/2/index.m3u8
CCTV4(欧洲),http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226361/2/index.m3u8
CCTV4(欧洲),http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226361/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225633/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226259/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225633/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226259/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225648/2/index.m3u8
CCTV5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225648/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225706/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226354/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225706/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226354/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225632/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226255/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225632/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226255/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225650/2/index.m3u8
CCTV6,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225650/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225499/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225644/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226280/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225499/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225644/2/index.m3u8
CCTV7,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226280/2/index.m3u8
CCTV8,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221225631/2/index.m3u8
CCTV8,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888888/224/3221226258/2/index.m3u8
CCTV8,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225631/2/index.m3u8
CCTV8,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226258/2/index.m3u8
